UF;Cidade;PIB;População (2009);PIB percapita
RIO GRANDE DO SUL;Vale do Sol;167418.70;11273;14851.30
SANTA CATARINA;Siderópolis;227415.11;12967;17537.99
SANTA CATARINA;Barra Velha;322263875.00;19861;16225.96
GOIÁS;Nova Aurora;20509.70;2209;9284.61
SANTA CATARINA;Brusque;2431683.25;102280;23774.77
GOIÁS;Portelândia;103158.14;3321;31062.37
MINAS GERAIS;Recreio;59628.31;10538;5658.41
MINAS GERAIS;Mantena;191780.39;27580;6953.60
SÃO PAULO;Timburi;29524.65;2548;11587.38
MINAS GERAIS;Wenceslau Braz;16090.57;2571;6258.49
RIO GRANDE DO SUL;Três Cachoeiras;87440.05;11022;7933.23
SÃO PAULO;Vitória Brasil;17446.89;1662;10497.53
PARANÁ;Guaraniaçu;165406.52;16161;10234.92
PIAUÍ;Francisco Santos;33827.11;8315;4068.20
SANTA CATARINA;São José do Cedro;258714.36;14155;18277.24
PIAUÍ;Jerumenha;16912.28;4490;3766.65
PERNAMBUCO;Venturosa;79114.11;16706;4735.67
SANTA CATARINA;Bom Jesus;58548.26;2427;24123.72
CEARÁ;Pedra Branca;132454375.00;42152;3142.30
MINAS GERAIS;Dores de Campos;79840.86;9821;8129.61
MINAS GERAIS;Malacacheta;88030.60;18181;4841.90
TOCANTINS;Centenário;17933.33;2485;7216.63
TOCANTINS;Santa Tereza do Tocantins;16738.83;2390;7003.70
TOCANTINS;Dois Irmãos do Tocantins;57289.57;7254;7897.65
BAHIA;Coaraci;88990.53;22274;3995.26
PARANÁ;Porto Vitória;35696.44;3833;9312.92
MINAS GERAIS;Rio Novo;54647.14;9300;5876.04
MARANHÃO;Duque Bacelar;31129.71;10827;2875.19
BAHIA;Marcionílio Souza;41508.33;11061;3752.67
BAHIA;Queimadas;95227.77;28729;3314.69
RONDÔNIA;São Felipe D'Oeste;71718.97;6412;11185.12
PIAUÍ;Bom Jesus;203856.98;20511;9938.91
SÃO PAULO;Presidente Venceslau;432351.59;38439;11247.73
MARANHÃO;Graça Aranha;23405.97;6470;3617.62
RIO GRANDE DO SUL;Tunas;48574.02;4551;10673.26
SÃO PAULO;Vargem;60099.21;7098;8467.06
PARANÁ;Arapuã;38814.89;4017;9662.66
PARANÁ;Pitangueiras;36812.24;2822;13044.74
TOCANTINS;Porto Nacional;487393.94;46722;10431.79
MATO GROSSO;Campo Novo do Parecis;1389985.25;23784;58442.03
PARANÁ;Adrianópolis;67600.63;6856;9860.07
PARAÍBA;Salgadinho;12675.48;3518;3603.04
RIO GRANDE DO SUL;Lajeado do Bugre;23565.10;2647;8902.57
MATO GROSSO;Nova Monte Verde;168346625.00;8602;19570.64
TOCANTINS;Colinas do Tocantins;243218.17;30666;7931.20
ALAGOAS;Olho D'Água do Casado;27759.37;8517;3259.29
BAHIA;Itabela;201399.09;26704;7541.91
RIO GRANDE DO SUL;Harmonia;73449.27;3785;19405.36
MINAS GERAIS;Açucena;52611.05;11409;4611.36
RIO GRANDE DO SUL;Mariano Moro;23514.31;2304;10205.86
GOIÁS;Maurilândia;98095.10;11604;8453.56
RIO GRANDE DO SUL;Sentinela do Sul;71049.22;5598;12691.89
CEARÁ;Ipaumirim;42898.66;11999;3575.19
PERNAMBUCO;Lagoa do Itaenga;163927.33;20618;7950.69
SÃO PAULO;Itararé;550863.06;51412;10714.68
RIO GRANDE DO SUL;Sertão Santana;94106.14;6155;15289.38
BAHIA;Salvador;32824228.00;2998056;10948.50
PARANÁ;Ivaiporã;324679.19;32157;10096.69
CEARÁ;Barbalha;361385.09;53011;6817.17
MINAS GERAIS;Várzea da Palma;602603.06;36314;16594.23
SÃO PAULO;Buritizal;245243.80;4096;59873.97
PARANÁ;Inajá;25419.07;2876;8838.34
GOIÁS;Santa Helena de Goiás;511819.84;36336;14085.75
SÃO PAULO;Ubatuba;843726.06;81096;10404.04
CEARÁ;Aracoiaba;95183.41;25351;3754.62
PARÁ;Novo Repartimento;237766.78;55762;4263.96
PARANÁ;Arapongas;1918444875.00;103025;18621.16
RIO GRANDE DO SUL;Butiá;198340.67;20213;9812.53
SÃO PAULO;Macedônia;37272.37;3393;10985.08
BAHIA;Jussiape;28544.64;8043;3549.00
SÃO PAULO;Emilianópolis;31979.79;3184;10043.91
PARANÁ;Virmond;39093.02;4181;9350.16
SÃO PAULO;Hortolândia;4855737.50;205856;23588.03
RIO GRANDE DO NORTE;Marcelino Vieira;36583.62;8331;4391.26
RIO DE JANEIRO;Nilópolis;1503782.75;159408;9433.55
MARANHÃO;Barão de Grajaú;73868.30;17231;4286.94
PARÁ;Nova Timboteua;44749.25;12677;3529.96
ALAGOAS;Paulo Jacinto;24402.88;7772;3139.85
MINAS GERAIS;Natércia;46966.29;4773;9839.99
PIAUÍ;Antônio Almeida;22826.05;3267;6986.85
PARAÍBA;Lastro;12315.79;2894;4255.63
PIAUÍ;Santa Cruz dos Milagres;13804.08;3457;3993.08
SERGIPE;Telha;16041.54;2969;5403.01
PIAUÍ;Ipiranga do Piauí;33577.51;9739;3447.74
ESPIRITO SANTO;Guarapari;924333.06;104534;8842.42
PARANÁ;Jaboti;33912.84;5307;6390.21
SÃO PAULO;Miracatu;169384.69;23801;7116.70
RIO GRANDE DO SUL;Cidreira;118177.30;11885;9943.40
MINAS GERAIS;São José da Safira;18445.09;4069;4533.08
PERNAMBUCO;Cupira;92327.23;22783;4052.46
GOIÁS;São Luís de Montes Belos;345585.91;27793;12434.28
MINAS GERAIS;São Félix de Minas;19402.96;3484;5569.16
PIAUÍ;Santo Antônio de Lisboa;28596.89;5965;4794.11
PARANÁ;Santo Inácio;127319.74;4956;25690.02
MINAS GERAIS;Tapiraí;28785.11;1888;15246.35
ALAGOAS;Pilar;174139.06;32655;5332.69
CEARÁ;Missão Velha;136965.05;35135;3898.25
ALAGOAS;Cacimbinhas;39280.74;10182;3857.86
ALAGOAS;Jacuípe;29361.72;7045;4167.74
RIO GRANDE DO SUL;Planalto;93892.37;10734;8747.19
MARANHÃO;Presidente Juscelino;38451.57;12382;3105.44
GOIÁS;Santa Cruz de Goiás;59210.91;3680;16089.92
SÃO PAULO;Dolcinópolis;21796.20;2272;9593.40
RIO GRANDE DO NORTE;Lagoa D'Anta;28359.14;6164;4600.77
PERNAMBUCO;Tuparetama;36445.80;8678;4199.79
RIO DE JANEIRO;Petrópolis;5831205.00;315119;18504.77
PERNAMBUCO;Camaragibe;618538.06;143210;4319.10
GOIÁS;Gameleira de Goiás;77272.77;3582;21572.52
GOIÁS;Aragarças;88645.02;17883;4956.94
SÃO PAULO;Lavrinhas;58571.69;7002;8364.99
GOIÁS;Arenópolis;35280.58;3481;10135.19
RIO GRANDE DO SUL;Capitão;31977.72;2694;11869.98
MINAS GERAIS;Vargem Grande do Rio Pardo;21605.61;4924;4387.82
SÃO PAULO;Santos;22546134.00;417098;54054.76
MARANHÃO;Bacabeira;95500625.00;15574;6132.06
PIAUÍ;Novo Santo Antônio;11483.71;3547;3237.58
SÃO PAULO;Itaí;343309.72;24093;14249.36
CEARÁ;Guaramiranga;25825.76;4070;6345.40
BAHIA;Lençóis;52895.79;10112;5230.99
BAHIA;Aramari;36618.67;9911;3694.75
ESPIRITO SANTO;Ibitirama;62844.39;9238;6802.81
MINAS GERAIS;Careaçu;56834.83;6286;9041.49
SÃO PAULO;Ibaté;349127375.00;29714;11749.59
BAHIA;Ilhéus;1925639875.00;219266;8782.21
MINAS GERAIS;São Lourenço;370494.44;42688;8679.12
PERNAMBUCO;Araripina;342256.97;79877;4284.80
MINAS GERAIS;Chapada Gaúcha;72452.36;11368;6373.36
MATO GROSSO;Cotriguaçu;135221.48;14965;9035.85
MINAS GERAIS;Vermelho Novo;25643.01;4698;5458.28
RIO GRANDE DO SUL;Veranópolis;639887625.00;26121;24497.06
BAHIA;Antônio Gonçalves;33189.40;11240;2952.79
RIO GRANDE DO NORTE;José da Penha;27978.04;6177;4529.39
SÃO PAULO;Panorama;123048.62;14577;8441.29
SÃO PAULO;Águas de Santa Bárbara;101069.89;5612;18009.60
RIO GRANDE DO SUL;Eugênio de Castro;79817.08;3083;25889.42
GOIÁS;Buritinópolis;15364.07;3573;4300.05
ESPIRITO SANTO;Atilio Vivacqua;98105.62;9361;10480.25
MATO GROSSO DO SUL;Camapuã;231829.27;13532;17131.93
SÃO PAULO;Barra do Chapéu;33205.45;5358;6197.36
CEARÁ;Solonópole;85114.36;18025;4722.02
MARANHÃO;Governador Eugênio Barros;51424.31;16503;3116.06
SANTA CATARINA;Santa Terezinha do Progresso;38022.20;3062;12417.44
BAHIA;Abaíra;29147.61;8821;3304.34
MINAS GERAIS;São João do Oriente;47056.51;8128;5789.43
SANTA CATARINA;Balneário Piçarras;237103.52;14845;15971.94
GOIÁS;Paraúna;259728625.00;11319;22946.25
CEARÁ;Crato;726944.06;116759;6226.02
ALAGOAS;Minador do Negrão;22713.85;5292;4292.11
BAHIA;Souto Soares;53800.07;19407;2772.20
PARÁ;Sapucaia;43872.20;5609;7821.75
SANTA CATARINA;Planalto Alegre;29832.25;2767;10781.44
CEARÁ;Granjeiro;19908.97;4999;3982.59
PARAÍBA;Ingá;74695.02;18784;3976.52
PARANÁ;Douradina;205852.89;6853;30038.36
ALAGOAS;Anadia;72170.73;17740;4068.25
RIO DE JANEIRO;São Fidélis;381657.59;39256;9722.27
RIO GRANDE DO SUL;Portão;609619625.00;30802;19791.56
GOIÁS;Americano do Brasil;59193.86;4795;12344.91
GOIÁS;Taquaral de Goiás;31021.50;3471;8937.34
RIO GRANDE DO NORTE;Areia Branca;352249375.00;25394;13871.36
TOCANTINS;Presidente Kennedy;56594.68;3784;14956.31
RONDÔNIA;Pimenta Bueno;513631.91;33984;15113.93
SANTA CATARINA;Petrolândia;102293.98;6188;16531.02
RIO DE JANEIRO;Areal;196890.16;11982;16432.16
ALAGOAS;Senador Rui Palmeira;35231.93;13110;2687.41
RIO GRANDE DO SUL;Água Santa;79701.85;3619;22023.17
BAHIA;Barro Alto;41433.27;14172;2923.60
BAHIA;Ibipitanga;43890.19;14408;3046.24
SÃO PAULO;Jandira;1409889375.00;112130;12573.70
PIAUÍ;São Raimundo Nonato;155153.06;32215;4816.17
RIO GRANDE DO NORTE;Pendências;104648.16;13034;8028.86
RIO GRANDE DO SUL;Formigueiro;95122.94;7214;13185.88
RIO DE JANEIRO;Natividade;187612.19;15406;12177.87
GOIÁS;Córrego do Ouro;29560.24;2632;11231.09
GOIÁS;Ivolândia;30326.55;2738;11076.17
SANTA CATARINA;Witmarsum;57898.20;3584;16154.63
MINAS GERAIS;Guapé;110514.64;13475;8201.46
TOCANTINS;São Valério;46077.23;5017;9184.22
SÃO PAULO;São José do Barreiro;31528.95;4490;7022.04
SÃO PAULO;Rio Grande da Serra;421630.78;41602;10134.87
BAHIA;Canudos;53531.30;15366;3483.75
BAHIA;João Dourado;97669.58;21990;4441.55
PARANÁ;Pérola;102002.05;9665;10553.76
CEARÁ;Cariús;58676.28;19338;3034.25
SÃO PAULO;Areiópolis;88476.99;11157;7930.18
MARANHÃO;Itinga do Maranhão;137673.25;26125;5269.79
ALAGOAS;Pariconha;32510.77;10539;3084.81
TOCANTINS;Miracema do Tocantins;560943.56;19740;28416.60
MINAS GERAIS;Sardoá;23739.78;5477;4334.45
RIO GRANDE DO SUL;Putinga;65779.70;4242;15506.76
RIO GRANDE DO SUL;Nova Palma;130462.44;6693;19492.37
SERGIPE;Poço Verde;98134.27;21882;4484.70
MINAS GERAIS;Campo Azul;20342.54;4020;5060.33
RIO GRANDE DO NORTE;Lagoa Salgada;31882.97;7449;4280.17
GOIÁS;Turvelândia;175399.22;4068;43116.82
ESPIRITO SANTO;Divino de São Lourenço;34397.97;5011;6864.49
PARÁ;Tucuruí;2170090.00;96010;22602.75
MATO GROSSO DO SUL;Caracol;74384.77;5320;13982.10
GOIÁS;São Francisco de Goiás;38083.14;5823;6540.12
SERGIPE;Itabaiana;665967625.00;86564;7693.36
BAHIA;Cristópolis;47487.67;14279;3325.70
CEARÁ;Jaguaretama;82730.84;18411;4493.55
RIO DE JANEIRO;São João de Meriti;4000292.25;469827;8514.39
BAHIA;Ribeira do Pombal;244964375.00;49263;4972.58
TOCANTINS;Filadélfia;58334.25;7978;7311.89
RIO GRANDE DO SUL;Capela de Santana;89798.73;11617;7729.94
RIO GRANDE DO SUL;Restinga Seca;227745.25;15885;14337.13
PIAUÍ;São Miguel do Tapuio;56574.91;19831;2852.85
SÃO PAULO;Marinópolis;26659.51;2158;12353.81
RIO GRANDE DO SUL;Itati;17316.43;2720;6366.33
RIO GRANDE DO SUL;Rio dos Índios;41633.12;4192;9931.57
MARANHÃO;São Luís Gonzaga do Maranhão;96742.40;19877;4867.05
TOCANTINS;Almas;40679.22;7605;5349.01
PIAUÍ;Campo Alegre do Fidalgo;13968.11;4647;3005.83
MINAS GERAIS;Nova Porteirinha;64863.11;7597;8537.99
MARANHÃO;São Pedro da Água Branca;65256.92;11481;5683.91
MINAS GERAIS;Juiz de Fora;7423138.00;526706;14093.51
SANTA CATARINA;Major Vieira;126102.91;7675;16430.35
PARAÍBA;São Francisco;14183.72;3544;4002.18
SÃO PAULO;Mococa;1053969625.00;68718;15337.61
BAHIA;Retirolândia;54673.39;11798;4634.12
RONDÔNIA;Monte Negro;145329.31;12708;11436.05
RIO GRANDE DO SUL;Bagé;1165896.50;115745;10072.98
PARANÁ;Mandaguari;427174375.00;33109;12902.06
MATO GROSSO DO SUL;Aparecida do Taboado;349331.94;20623;16938.95
CEARÁ;Reriutaba;70465125.00;19444;3624.00
PIAUÍ;João Costa;11626.99;3315;3507.39
BAHIA;Caldeirão Grande;43519.43;13922;3125.95
PARÁ;Cachoeira do Piriá;47205.39;18777;2514.00
PARANÁ;Itaguajé;38368.25;4589;8360.92
MINAS GERAIS;Bueno Brandão;95530.30;11212;8520.36
GOIÁS;Uruana;125436.23;14115;8886.73
MINAS GERAIS;Carmo do Rio Claro;202915625.00;20070;10110.40
RIO GRANDE DO NORTE;Carnaubais;54461.64;9712;5607.66
MINAS GERAIS;Varzelândia;78314.79;19771;3961.09
RONDÔNIA;Colorado do Oeste;212184.00;17822;11905.73
PARAÍBA;Picuí;78050.45;19359;4031.74
RIO GRANDE DO SUL;Erval Seco;92426.97;8196;11277.08
PARANÁ;Pato Bragado;54275.88;4947;10971.47
MINAS GERAIS;Silvianópolis;61481.85;6261;9819.81
SÃO PAULO;Buri;246487.11;18146;13583.55
RIO GRANDE DO NORTE;Janduís;25795.90;5562;4637.88
CEARÁ;Milagres;104356.44;28077;3716.79
GOIÁS;Mimoso de Goiás;29721.85;2941;10106.04
SANTA CATARINA;Águas Frias;56920.30;2641;21552.56
MARANHÃO;Governador Nunes Freire;82837.78;24520;3378.38
PIAUÍ;Caxingó;19456.99;5270;3692.03
RIO DE JANEIRO;Comendador Levy Gasparian;150088.64;8839;16980.27
PARANÁ;Guaíra;327709.34;29664;11047.38
BAHIA;Santana;116221.20;27259;4263.59
MINAS GERAIS;Mercês;54027.89;10902;4955.78
SÃO PAULO;Joanópolis;133914.80;11169;11989.86
RIO DE JANEIRO;Sumidouro;206854375.00;15313;13508.42
MINAS GERAIS;Morada Nova de Minas;76796.52;8750;8776.75
SANTA CATARINA;Modelo;48248.37;3862;12493.11
SÃO PAULO;Presidente Bernardes;147201.09;15382;9569.70
BAHIA;Santo Amaro;307409.66;58387;5265.04
PIAUÍ;Canavieira;14949.34;4093;3652.42
RIO GRANDE DO SUL;Catuípe;153886.89;9611;16011.54
MARANHÃO;São João do Soter;46917.07;17326;2707.90
PIAUÍ;Demerval Lobão;35422.94;13232;2677.07
ACRE;Manoel Urbano;61478.73;7505;8191.70
GOIÁS;Ipameri;455039.19;24021;18943.39
RIO GRANDE DO SUL;Palmares do Sul;176851.20;11998;14740.06
SERGIPE;São Domingos;49973.59;10555;4734.59
SÃO PAULO;Anhumas;37064.93;3947;9390.66
TOCANTINS;Santa Rita do Tocantins;32751.56;2377;13778.53
AMAZONAS;Rio Preto da Eva;216235.55;26847;8054.37
SERGIPE;Japoatã;77486.84;14027;5524.12
PARÁ;Capitão Poço;160230.16;52797;3034.83
RIO GRANDE DO SUL;Lagoa Vermelha;408302.03;28236;14460.34
SÃO PAULO;Braúna;40781.84;5043;8086.82
PARÁ;Prainha;109358.35;26570;4115.86
PARAÍBA;Rio Tinto;135686.16;23788;5703.97
MINAS GERAIS;Nova Belém;27054.97;3532;7659.96
SERGIPE;Santo Amaro das Brotas;67334.58;12140;5546.51
PARANÁ;Cruzeiro do Iguaçu;41468.55;4225;9815.04
MARANHÃO;Igarapé Grande;44660.36;11121;4015.86
RIO GRANDE DO SUL;São Paulo das Missões;76172.80;6767;11256.51
RIO GRANDE DO SUL;Colinas;28712.45;2470;11624.47
RIO DE JANEIRO;Laje do Muriaé;75228.75;7997;9407.12
MINAS GERAIS;Nazareno;90727.48;8096;11206.46
PERNAMBUCO;Águas Belas;151340.67;39672;3814.80
SÃO PAULO;Santa Cruz da Esperança;31603.69;1733;18236.41
PERNAMBUCO;Tamandaré;112841.03;18999;5939.31
MINAS GERAIS;Coronel Xavier Chaves;26762.92;3303;8102.61
PERNAMBUCO;Santa Maria da Boa Vista;234438.70;41745;5615.97
RIO GRANDE DO SUL;Sério;26267.98;2387;11004.60
MINAS GERAIS;Desterro do Melo;20436.48;3302;6189.12
SANTA CATARINA;Chapadão do Lageado;47381.17;2882;16440.38
ALAGOAS;Mata Grande;70679.98;25309;2792.68
PARÁ;Monte Alegre;253144.66;63941;3959.04
MINAS GERAIS;Guimarânia;77487.75;7322;10582.87
PIAUÍ;Esperantina;133921.48;37520;3569.34
MATO GROSSO DO SUL;Ponta Porã;821485875.00;75941;10817.42
PARÁ;Palestina do Pará;30205.09;7301;4137.12
MARANHÃO;Santana do Maranhão;37810.55;11170;3385.01
TOCANTINS;Luzinópolis;16670.64;2959;5633.87
RIO GRANDE DO SUL;Triunfo;5378394.50;25374;211964.80
MINAS GERAIS;Caranaíba;17252.89;3553;4855.87
GOIÁS;Posse;189625.77;31257;6066.67
MARANHÃO;Maranhãozinho;56887.17;12684;4484.95
TOCANTINS;Esperantina;39419.85;8445;4667.83
ALAGOAS;Messias;62115.51;15899;3906.88
CEARÁ;Nova Russas;120630.07;32016;3767.81
PARANÁ;Chopinzinho;249832.00;19517;12800.74
BAHIA;Irará;126903.78;25811;4916.65
SÃO PAULO;Ouroeste;565069375.00;7598;74370.81
PARÁ;Bom Jesus do Tocantins;63053.15;13593;4638.65
CEARÁ;Cariré;64836.64;19132;3388.91
PARAÍBA;Bom Jesus;9674.92;2305;4197.36
CEARÁ;Itapipoca;530908.06;114441;4639.14
PARANÁ;Porto Amazonas;50780.39;4348;11679.02
SANTA CATARINA;Passo de Torres;51858.28;5690;9113.93
TOCANTINS;Pequizeiro;39278.33;4971;7901.49
MINAS GERAIS;Rodeiro;83837.41;6589;12723.84
MINAS GERAIS;Paraisópolis;275498.94;18844;14619.98
MARANHÃO;São Pedro dos Crentes;27159.72;4144;6553.99
MINAS GERAIS;Rochedo de Minas;16518.88;2137;7729.94
SANTA CATARINA;Major Gercino;35983.98;2869;12542.34
BAHIA;Ibirataia;104637.36;24544;4263.26
PARANÁ;Astorga;252335.98;25164;10027.66
RIO DE JANEIRO;Rio de Janeiro;175739344.00;6186710;28405.95
PIAUÍ;Oeiras;152384.31;36293;4198.72
SÃO PAULO;Monte Mor;1123404.75;46641;24086.21
RIO GRANDE DO SUL;Panambi;782521625.00;38794;20171.20
MINAS GERAIS;Engenheiro Navarro;36794.83;7315;5030.05
PIAUÍ;Curral Novo do Piauí;14465.61;5119;2825.87
BAHIA;Xique-Xique;183536.20;47470;3866.36
RIO GRANDE DO SUL;Coronel Barros;42935.82;2522;17024.51
GOIÁS;Hidrolina;34949.50;4195;8331.23
MARANHÃO;Peritoró;55433.61;19817;2797.28
PIAUÍ;Lagoa de São Francisco;17828.20;6796;2623.34
PARANÁ;Campo Magro;176644.95;23607;7482.74
MINAS GERAIS;Raul Soares;150141.81;24606;6101.84
MATO GROSSO;Paranaíta;139865.97;12113;11546.77
MINAS GERAIS;Pescador;26321.72;4197;6271.56
AMAZONAS;Coari;1103350125.00;66991;16470.12
PERNAMBUCO;Paulista;1839665.75;319373;5760.24
ESPIRITO SANTO;Linhares;2314608.25;132664;17447.15
RIO GRANDE DO SUL;Maratá;41028.82;2542;16140.37
RIO GRANDE DO SUL;Itatiba do Sul;41907.84;4521;9269.59
RIO GRANDE DO NORTE;Monte Alegre;93939.81;21448;4379.89
PARANÁ;Rondon;168663.47;9465;17819.70
SERGIPE;Canhoba;21683.10;4025;5387.11
SÃO PAULO;São Bento do Sapucaí;91414.56;10966;8336.18
MINAS GERAIS;Cabeceira Grande;130424.52;6600;19761.29
PARANÁ;Lobato;131726.28;4405;29903.81
PIAUÍ;Flores do Piauí;16121.22;4615;3493.22
RIO GRANDE DO SUL;Eldorado do Sul;651200.69;33668;19341.83
SANTA CATARINA;Ascurra;89889.01;6945;12942.98
RIO GRANDE DO SUL;São José do Herval;23923.03;2549;9385.26
PIAUÍ;Tanque do Piauí;12196.91;2714;4494.07
PARAÍBA;Malta;22847.53;5800;3939.23
MATO GROSSO;Ipiranga do Norte;343376.00;4641;73987.51
CEARÁ;Granja;164077.84;53952;3041.18
MINAS GERAIS;Senhora de Oliveira;30052.01;5873;5116.98
RIO GRANDE DO SUL;Redentora;69031.11;10170;6787.72
MINAS GERAIS;Presidente Olegário;244568.89;18989;12879.50
ESPIRITO SANTO;São Domingos do Norte;88457.80;8205;10780.96
MATO GROSSO;Lucas do Rio Verde;1809788125.00;33556;53933.37
PIAUÍ;São Miguel da Baixa Grande;7714.60;2153;3583.19
ALAGOAS;Taquarana;67490.19;18848;3580.76
PARANÁ;Janiópolis;80220.65;6983;11487.99
BAHIA;Rio de Contas;55162.21;13816;3992.63
RONDÔNIA;Ji-Paraná;1401586375.00;111010;12625.77
CEARÁ;Martinópole;30235.43;11118;2719.50
GOIÁS;Aparecida de Goiânia;4601373.00;510770;9008.70
SÃO PAULO;Limeira;5752286.00;281583;20428.38
SANTA CATARINA;Porto União;281775.84;33408;8434.38
BAHIA;Camacan;147744.56;31113;4748.64
MINAS GERAIS;Heliodora;56588.37;6295;8989.42
SÃO PAULO;Socorro;400702.06;34447;11632.42
TOCANTINS;Xambioá;117627.13;11099;10597.99
ESPIRITO SANTO;Águia Branca;94435375.00;9503;9937.43
RIO GRANDE DO SUL;Três de Maio;417949.59;23893;17492.55
RIO GRANDE DO SUL;Colorado;92533.37;3771;24538.15
BAHIA;Nova Soure;79305.59;26874;2951.02
MATO GROSSO DO SUL;Amambai;355782875.00;34986;10169.29
BAHIA;Canápolis;32292.52;11136;2899.83
BAHIA;Lamarão;30241.32;12995;2327.15
TOCANTINS;Divinópolis do Tocantins;49289.74;6623;7442.21
PARANÁ;Farol;60915.04;3354;18161.91
AMAPÁ;Itaubal;32050.08;3650;8780.84
SÃO PAULO;Rio Claro;4522812.50;191886;23570.31
PARANÁ;Rebouças;100907.66;14637;6894.01
MATO GROSSO;Nova Olímpia;231758.86;20944;11065.64
BAHIA;Saubara;58806.35;11632;5055.57
BAHIA;Contendas do Sincorá;18747.92;3886;4824.48
MINAS GERAIS;Cordisburgo;64878.32;9465;6854.55
SÃO PAULO;Bofete;116283.30;9375;12403.55
PARANÁ;Guaratuba;301245.91;32806;9182.65
SÃO PAULO;PINHALZINHO;112249.37;12591;8915.05
BAHIA;Morpará;34771.56;8871;3919.69
BAHIA;Pau Brasil;41465.12;12342;3359.68
BAHIA;São Desidério;981035875.00;27513;35657.18
MINAS GERAIS;Guanhães;258099.42;30638;8424.16
SÃO PAULO;Tupã;926208.50;64098;14449.88
MINAS GERAIS;Gouveia;77429.09;11927;6491.92
MINAS GERAIS;Itanhandu;181915.41;15253;11926.53
BAHIA;Aurelino Leal;57520.35;14280;4028.04
PARANÁ;Rio Branco do Ivaí;42996.24;4006;10732.96
SÃO PAULO;Cerqueira César;242703625.00;17337;13999.17
CEARÁ;Hidrolândia;76112.52;19252;3953.49
MATO GROSSO;Vera;234282.16;9502;24656.09
PARÁ;Mãe do Rio;144473.66;29087;4966.95
MINAS GERAIS;Novo Cruzeiro;112729.17;31319;3599.39
PARAÍBA;Caiçara;30622.71;7535;4064.06
PIAUÍ;Juazeiro do Piauí;17748.01;4941;3591.99
RIO GRANDE DO NORTE;Upanema;81584.19;13334;6118.51
SÃO PAULO;Cruzeiro;1022254625.00;79957;12785.06
MINAS GERAIS;Pará de Minas;1348007875.00;84264;15997.44
BAHIA;Conde;88530.47;23166;3821.57
SÃO PAULO;Sandovalina;224719375.00;3387;66347.62
SÃO PAULO;Fartura;162512.70;14969;10856.62
ALAGOAS;Teotônio Vilela;186967.06;41935;4458.50
MINAS GERAIS;São Tiago;69510375.00;10645;6529.86
SANTA CATARINA;Schroeder;185846.44;14000;13274.75
MINAS GERAIS;Cruzeiro da Fortaleza;47836.80;3897;12275.29
RIO GRANDE DO SUL;Nova Petrópolis;343135.91;18631;18417.47
RIO GRANDE DO SUL;Viamão;1838203875.00;260740;7049.95
ALAGOAS;Canapi;53345.25;18397;2899.67
PARANÁ;Indianópolis;125971.84;4258;29584.74
SÃO PAULO;Pirassununga;1306196375.00;71470;18276.15
TOCANTINS;Dueré;69654.34;4618;15083.23
TOCANTINS;Recursolândia;22405.10;3839;5836.18
BAHIA;Belmonte;136881.39;22553;6069.32
MINAS GERAIS;Ingaí;33600.88;2580;13023.60
SÃO PAULO;Lavínia;98269.30;9445;10404.37
RONDÔNIA;Vilhena;1187763.50;69866;17000.59
MARANHÃO;Milagres do Maranhão;34294.29;7854;4366.47
BAHIA;Pojuca;688526.25;32225;21366.21
AMAPÁ;Pracuúba;32157.51;3658;8791.01
SERGIPE;Macambira;29790.83;6554;4545.44
RIO GRANDE DO SUL;Novo Barreiro;42512.26;3989;10657.37
SERGIPE;Campo do Brito;83699.10;16745;4998.45
MINAS GERAIS;Munhoz;53477.83;6419;8331.18
TOCANTINS;Pau D'arco;36173.88;4964;7287.24
SÃO PAULO;Pedra Bela;52908.14;6142;8614.15
SÃO PAULO;Botucatu;2317107.75;130348;17776.32
PERNAMBUCO;Capoeiras;82538.94;19936;4140.20
MINAS GERAIS;Serranos;15636.31;2130;7340.99
BAHIA;Banzaê;36750.94;11157;3293.98
SÃO PAULO;Guararema;429408.72;26974;15919.36
PARAÍBA;Brejo dos Santos;23582.46;5899;3997.70
SÃO PAULO;Flora Rica;31833.52;2029;15689.27
GOIÁS;São Simão;1256673375.00;14373;87432.92
MINAS GERAIS;Monjolos;19219.66;2311;8316.60
MARANHÃO;Nina Rodrigues;33562.36;10527;3188.22
SÃO PAULO;Santo Antônio de Posse;314125.59;21247;14784.47
ESPIRITO SANTO;Marilândia;102197.35;10676;9572.63
RIO GRANDE DO SUL;Pinhal Grande;121017.08;4581;26417.17
RIO GRANDE DO SUL;Nova Santa Rita;387144.19;22818;16966.61
BAHIA;Ituberá;132642.83;24169;5488.14
SÃO PAULO;Lucianópolis;27770.91;2443;11367.55
MARANHÃO;Colinas;132661.19;36787;3606.20
MINAS GERAIS;Quartel Geral;37022.59;3353;11041.63
MATO GROSSO DO SUL;Sidrolândia;568997.69;41261;13790.21
PARAÍBA;Montadas;19880.31;4750;4185.33
MINAS GERAIS;Goiabeira;18610.78;3239;5745.84
SÃO PAULO;Santa Bárbara d'Oeste;3115531.00;189573;16434.47
PIAUÍ;Landri Sales;27500.99;5753;4780.29
TOCANTINS;Itapiratins;37919.55;3543;10702.67
PIAUÍ;Isaías Coelho;25114.18;8043;3122.49
CEARÁ;Horizonte;1067819.00;54362;19642.75
MATO GROSSO;Nobres;218158.06;15315;14244.73
